186,5,5,21,0.3,0,0,0
187,6,6,24,0.2,0,0,0
188,7,7,23,0,0,0,0
189,8,1,24,0,0,0,0
190,9,2,24,0,0,0,0
191,10,3,25,0,0,0,0
192,11,4,25,0,0,0,0
193,12,5,24,7.9,0,0,0
194,13,6,23,1.8,0,0,0
195,14,7,25,0,0,0,0
196,15,1,24,0,0,0,0
197,16,2,23,0.1,0,0,0
198,17,3,22,5.4,0,0,0
199,18,4,24,0,0,0,0
200,19,5,24,0,0,0,0
201,20,6,24,0,0,0,0
202,21,7,23,0,0,0,0
203,22,1,23,0,0,0,0
204,23,2,24,0,0,0,0
205,24,3,25,0,0,0,0
206,25,4,26,0,0,0,0
207,26,5,26,0.8,0,0,0
208,27,6,27,0,0,0,0
209,28,7,27,0,0,0,0
210,29,1,27,0,0,0,0
211,30,2,27,0,0,0,0
212,31,3,28,0,0,0,0
213,1,4,28,0,0,0,0
214,2,5,26,5,0,0,0
215,3,6,26,0.8,0,0,0
216,4,7,27,3.4,0,0,0
217,5,1,27,0,0,0,0
218,6,2,27,0,0,0,0
219,7,3,28,0,0,0,0
220,8,4,29,0,0,0,0
221,9,5,28,0,0,0,0
222,10,6,27,0,0,0,0
223,11,7,28,0,0,0,0
224,12,1,30,0,0,0,0
225,13,2,30,0,0,0,0
226,14,3,30,0,0,0,0
227,15,4,30,0,0,0,0
228,16,5,28,28.799999,0,0,0
229,17,6,27,0,0,0,0
230,18,7,28,0,0,0,0
231,19,1,28,0,0,0,0
232,20,2,28,0,0,0,0
233,21,3,28,0,0,0,0
234,22,4,28,0.1,0,0,0
235,23,5,28,0,0,0,0
236,24,6,26,0.2,0,0,0
237,25,7,27,0,0,0,0
238,26,1,28,0,0,0,0
239,27,2,22,0.5,0,0,0
240,28,3,23,7.1,0,0,0
241,29,4,18,9,0,0,0
242,30,5,21,0,0,0,0
243,31,6,23,0,0,0,0
244,1,7,25,0,0,0,0
245,2,1,24,3.5,0,0,0
246,3,2,21,15.9,0,0,0
247,4,3,24,0.1,0,0,0
248,5,4,25,0,0,0,0
249,6,5,24,0.1,0,0,0
250,7,6,25,0,0,0,0
251,8,7,24,1.7,0,0,0
252,9,1,23,0,0,0,0
253,10,2,24,0,0,0,0
254,11,3,23,0.1,0,0,0
255,12,4,23,4.6,0,0,0
256,13,5,20,3.6,0,0,0
257,14,6,22,0,0,0,0
258,15,7,23,0,0,0,0
259,16,1,23,0,0,0,0
260,17,2,22,5.6,0,0,0
261,18,3,21,25.5,0,0,0
262,19,4,21,0.1,0,0,0
263,20,5,20,0.1,0,0,0
264,21,6,20,0,0,0,0
265,22,7,21,0.1,1,5,6
266,23,1,20,0.2,1,4,0
267,24,2,21,0,1,3,0
268,25,3,21,0,3,0,0
269,26,4,23,0,0,0,0
270,27,5,23,0.1,0,0,0
271,28,6,25,2.6,0,0,0
272,29,7,21,16.6,1,5,6
273,30,1,18,2.4,1,4,0
274,1,2,18,14,2,2,0
275,2,3,20,0.6,2,0,0
276,3,4,23,0,0,0,0
277,4,5,24,0,0,0,0
278,5,6,22,9.3,0,0,0
279,6,7,21,34.299999,0,0,0
280,7,1,21,0,0,0,0
281,8,2,19,11,0,0,0
282,9,3,17,1.8,0,0,0
283,10,4,15,0,0,0,0
284,11,5,17,0,0,0,0
285,12,6,16,0,0,0,0
286,13,7,18,0,1,18,19
287,14,1,17,0,4,14,0
288,15,2,18,0,2,12,0
289,16,3,19,0.1,2,10,0
290,17,4,17,6.8,2,8,0
291,18,5,20,0,2,6,0
292,19,6,19,0,1,5,0
293,20,7,19,0,1,4,0
294,21,1,19,0,2,2,0
295,22,2,16,0,1,1,0
296,23,3,18,0.1,1,0,0
297,24,4,15,0,0,0,0
298,25,5,16,0,0,0,0
299,26,6,18,1.8,0,0,0
300,27,7,17,0.1,1,36,37
301,28,1,17,0.8,2,34,0
302,29,2,15,1.2,2,32,0
303,30,3,13,0,2,30,0
304,31,4,13,0,2,28,0
305,1,5,11,0,3,25,0
306,2,6,7,0,2,23,0
307,3,7,9,0,1,22,0
308,4,1,12,0,2,20,0
309,5,2,14,0,2,18,0
310,6,3,16,0,1,17,0
311,7,4,13,0.1,1,16,0
312,8,5,14,0,1,15,0
313,9,6,10,0,3,12,0
314,10,7,10,0,4,8,0
315,11,1,10,3,1,7,0
316,12,2,12,0,3,4,0
317,13,3,15,0,1,3,0
318,14,4,16,2.9,2,1,0
319,15,5,16,0.6,1,0,0
320,16,6,13,0,0,0,0
321,17,7,13,0,0,0,0
322,18,1,13,0,0,0,0
323,19,2,15,8.9,0,0,0
324,20,3,15,0,0,0,0
325,21,4,15,0,0,0,0
326,22,5,14,0,0,0,0
327,23,6,9,0,0,0,0
328,24,7,7,0,1,1,2
329,25,1,4,0,1,0,0
330,26,2,6,0,0,0,0
331,27,3,7,0.5,0,0,0
332,28,4,6,0,0,0,0
333,29,5,6,0,0,0,0
334,30,6,9,0.7,0,0,0
335,1,7,10,2.2,0,0,0
